"","Assemblage","Diversity","Observed","Estimator","s.e.","LCL","UCL"
"219","ÁREA DE PROTEÇÃO AMBIENTAL MARGEM ESQUERDA DO RIO NEGRO-SETOR TARUMÃ AÇU-TARUMÃ MIRIMA","Simpson diversity",1.8,3,NA,NA,NA
"220","ÁREA DE PROTEÇÃO AMBIENTAL NHAMUNDÁ","Species richness",4,5.71428571428571,3.10726426592678,4,11.8044117659505
"221","ÁREA DE PROTEÇÃO AMBIENTAL NHAMUNDÁ","Shannon diversity",3.58598882705695,5.35721338580813,3.17476862067166,0,11.5796455415725
"222","ÁREA DE PROTEÇÃO AMBIENTAL NHAMUNDÁ","Simpson diversity",3.26666666666667,5.25,3.87084310784927,0,12.8367130811897
"223","ÁREA DE PROTEÇÃO AMBIENTAL PARQUE FERNÃO DIAS","Species richness",9,25.9411764705882,9.25780016791171,9,44.0861313757641
"224","ÁREA DE PROTEÇÃO AMBIENTAL PARQUE FERNÃO DIAS","Shannon diversity",7.04357332900725,13.7167119541497,5.22316155077337,3.47950342919953,23.9539204790999
"225","ÁREA DE PROTEÇÃO AMBIENTAL PARQUE FERNÃO DIAS","Simpson diversity",5.66666666666667,7.99999999999999,3.92035808833632,0.316239340360511,15.6837606596395
"226","ÁREA DE PROTEÇÃO AMBIENTAL PAYTUNA","Species richness",1,1,0,1,1
"227","ÁREA DE PROTEÇÃO AMBIENTAL PAYTUNA","Shannon diversity",1,1,0,1,1
"228","ÁREA DE PROTEÇÃO AMBIENTAL PAYTUNA","Simpson diversity",1,Inf,NA,NA,NA
"229","ÁREA DE PROTEÇÃO AMBIENTAL POUSO ALTO","Species richness",93,131.522049780381,17.6340409808895,96.9599645559338,166.084135004828
"230","ÁREA DE PROTEÇÃO AMBIENTAL POUSO ALTO","Shannon diversity",6.29346184334666,6.42746331602503,0.188378418213656,6.05824840086165,6.79667823118842
"231","ÁREA DE PROTEÇÃO AMBIENTAL POUSO ALTO","Simpson diversity",3.81958147862966,3.82273863242157,0.0716137981594793,3.68237816723287,3.96309909761027
