"","Assemblage","Diversity","Observed","Estimator","s.e.","LCL","UCL"
"910","PARQUE NACIONAL SERRA DAS CONFUSÕES","Species richness",13,14.2888888888889,4.88762361545295,13,23.8684551451641
"911","PARQUE NACIONAL SERRA DAS CONFUSÕES","Shannon diversity",10.88608898951,14.0398498889409,2.02493195845453,10.0710561792259,18.008643598656
"912","PARQUE NACIONAL SERRA DAS CONFUSÕES","Simpson diversity",9.18367346938776,12.7941176470588,2.45255418786512,7.98719976871031,17.6010355254073
"913","PARQUE NACIONAL VIRUÁ","Species richness",22,29.390625,10.4781700888676,22,49.9274609980653
"914","PARQUE NACIONAL VIRUÁ","Shannon diversity",17.4717234004905,25.534096538737,3.62715769884517,18.4249980827533,32.6431949947207
"915","PARQUE NACIONAL VIRUÁ","Simpson diversity",13.8285714285714,19.7083333333333,3.54887228526009,12.7526714684912,26.6639951981755
"916","RDS DO DESPRAIADO","Species richness",6,6.1578947368421,2.45818216566323,6,10.9758432489807
"917","RDS DO DESPRAIADO","Shannon diversity",4.87977853978878,5.6732570455832,1.19303799143006,3.33494555019229,8.01156854097412
"918","RDS DO DESPRAIADO","Simpson diversity",4.14942528735632,5.02941176470588,1.16014523965578,2.75556887814498,7.30325465126679
"919","RDS DOS PINHEIRINHOS","Species richness",1,1,0,1,1
"920","RDS DOS PINHEIRINHOS","Shannon diversity",1,1,0,1,1
"921","RDS DOS PINHEIRINHOS","Simpson diversity",1,Inf,NA,NA,NA
"922","RDS ITAPANHAPIMA","Species richness",2,2.33333333333333,1.33541924378747,2,4.95070695541848
"923","RDS ITAPANHAPIMA","Shannon diversity",1.88988157484231,2.51984209978993,2.12126886997853,0,6.67745268647383
"924","RDS ITAPANHAPIMA","Simpson diversity",1.8,3,NA,NA,NA
"925","REFÚGIO DE VIDA SILVESTRE AIMORÉS","Species richness",24,38.3782805429864,22.3425117199863,24,82.1687988383236
"926","REFÚGIO DE VIDA SILVESTRE AIMORÉS","Shannon diversity",3.22445462327974,3.32703050793659,0.167757263724897,2.9982323128908,3.65582870298237
"927","REFÚGIO DE VIDA SILVESTRE AIMORÉS","Simpson diversity",2.08118421862498,2.0845887873549,0.0826835605868864,1.92253198649107,2.24664558821873
"928","REFÚGIO DE VIDA SILVESTRE DA MATA SECA","Species richness",3,3,0.635931914691884,3,4.24640364941569
"929","REFÚGIO DE VIDA SILVESTRE DA MATA SECA","Shannon diversity",2.7298385631036,3.20363375592902,0.603666315226203,2.02046951940566,4.38679799245238
"930","REFÚGIO DE VIDA SILVESTRE DA MATA SECA","Simpson diversity",2.57894736842105,3.5,0.832273400556108,1.86877410961935,5.13122589038065
"931","REFUGIO DE VIDA SILVESTRE DAS VEREDAS DO OESTE BAIANO","Species richness",2,2.5,0.714142842854286,2,3.89969425181145
"932","REFUGIO DE VIDA SILVESTRE DAS VEREDAS DO OESTE BAIANO","Shannon diversity",2,3.37500000000171,1.13072616785343,1.15881743463199,5.59118256537143
"933","REFUGIO DE VIDA SILVESTRE DAS VEREDAS DO OESTE BAIANO","Simpson diversity",2,Inf,NA,NA,NA
"934","REFÚGIO DE VIDA SILVESTRE DOS MORROS DO CARAUNÃ E DO PADRE","Species richness",11,56.8333333333333,18.8628035343151,19.8629177586208,93.8037489080458
"935","REFÚGIO DE VIDA SILVESTRE DOS MORROS DO CARAUNÃ E DO PADRE","Shannon diversity",10.6907846176841,58.3089114390289,25.3958304013318,8.5339984949311,108.083824383127
"936","REFÚGIO DE VIDA SILVESTRE DOS MORROS DO CARAUNÃ E DO PADRE","Simpson diversity",10.2857142857143,65.9999999999999,NA,NA,NA
"937","REFÚGIO DE VIDA SILVESTRE ESTADUAL DA LAGOA DA TURFEIRA","Species richness",22,26.8699386503068,5.84086704759249,22,38.3178277020748
"938","REFÚGIO DE VIDA SILVESTRE ESTADUAL DA LAGOA DA TURFEIRA","Shannon diversity",10.1255623020223,11.0752169356469,0.928030066981873,9.25631142779217,12.8941224435017
"939","REFÚGIO DE VIDA SILVESTRE ESTADUAL DA LAGOA DA TURFEIRA","Simpson diversity",6.80384122919335,7.05665419561731,0.67625467272504,5.73121939269931,8.38208899853531
"940","REFÚGIO DE VIDA SILVESTRE ESTADUAL DE MACAÚBAS","Species richness",5,13,3.31076664196916,6.51101662052383,19.4889833794762
"941","REFÚGIO DE VIDA SILVESTRE ESTADUAL DE MACAÚBAS","Shannon diversity",5,18.5639518427438,5.56226436591218,7.66211401306545,29.4657896724222
"942","REFÚGIO DE VIDA SILVESTRE ESTADUAL DE MACAÚBAS","Simpson diversity",5,Inf,NA,NA,NA
"943","REFÚGIO DE VIDA SILVESTRE ESTADUAL MACAÚBAS","Species richness",5,13,3.37688578067982,6.38142548996213,19.6185745100379
"944","REFÚGIO DE VIDA SILVESTRE ESTADUAL MACAÚBAS","Shannon diversity",5,18.5639518427438,5.67679829732883,7.43763163248104,29.6902720530067
