kingdom,phyllum,class,oorder,family,genus,scientific_name,author,latitude,longitude,latitude_decimal,longitude_decimal,data_source,location,protected_area,municipio,state,ambiente,coord_unit
Animalia,Chordata,Actinopterygii,Characiformes,Anostomidae,Abramites,Abramites hypselonotus,"(Günther, 1868)",24 40 14 S,54 18 28 W,"-24,670555555555555555555555556","-54,307777777777777777777777778",2,Usina Hidrelétrica de Itaipu - reservatório,,Pato Bragado,Paraná,Água doce,1
Animalia,Chordata,Actinopterygii,Characiformes,Anostomidae,Abramites,Abramites hypselonotus,"(Günther, 1868)",24 50 54 S,54 23 25 W,"-24,848333333333333333333333333","-54,390277777777777777777777777",2,Usina Hidrelétrica de Itaipu - reservatório,,Santa Helena,Paraná,Água doce,1
Animalia,Chordata,Actinopterygii,Characiformes,Anostomidae,Abramites,Abramites hypselonotus,"(Günther, 1868)",12 06 23.11 S,37 41 37.51 W,"-12,106419444444444444444444444","-37,693752777777777777777777777",,Praia do Baixio.,,Esplanada,Bahia,Formações Pioneiras - Vegetação com Influência Marinha (Restingas),
Animalia,Chordata,Actinopterygii,Characiformes,Anostomidae,Abramites,Abramites hypselonotus,"(Günther, 1868)",25 20 11 S,54 31 06 W,"-25,336388888888888888888888889","-54,518333333333333333333333334",2,Usina Hidrelétrica de Itaipu - reservatório,,Foz do Iguaçu,Paraná,Água doce,1
Animalia,Chordata,Actinopterygii,Characiformes,Anostomidae,Abramites,Abramites hypselonotus,"(Günther, 1868)",25 03 00 S,54 15 00 W,"-25,05","-54,25",2,Usina Hidrelétrica de Itaipu - reservatório.,,Mercedes,Paraná,Reservatório de água doce,1
Animalia,Chordata,Actinopterygii,Characiformes,Anostomidae,Abramites,Abramites hypselonotus,"(Günther, 1868)",24 36 47 S,54 18 35 W,"-24,613055555555555555555555556","-54,309722222222222222222222222",2,Usina Hidrelétrica de Itaipu - reservatório,,Marechal Cândido Rondon,Paraná,Água doce,1
Animalia,Chordata,Actinopterygii,Characiformes,Anostomidae,Abramites,Abramites hypselonotus,"(Günther, 1868)",24 42 11 S,54 19 57 W,"-24,703055555555555555555555556","-54,332500000000000000000000000",2,Usina Hidrelétrica de Itaipu - reservatório,,Entre Rios do Oeste,Paraná,Água doce,1
Animalia,Chordata,Actinopterygii,Characiformes,Anostomidae,Abramites,Abramites hypselonotus,"(Günther, 1868)",25 08 10 S,54 23 48 W,"-25,136111111111111111111111111","-54,396666666666666666666666666",2,Usina Hidrelétrica de Itaipu - reservatório,,Itaipulândia,Paraná,Água doce,1
Animalia,Chordata,Actinopterygii,Characiformes,Anostomidae,Abramites,Abramites hypselonotus,"(Günther, 1868)",28 09 07.70 S,48 38 32.64 W,"-28,152138888888888888888888889","-48,642400000000000000000000000",,Ilha do Batuta.,,Imbituba,Santa Catarina,Rio,
Animalia,Chordata,Actinopterygii,Characiformes,Anostomidae,Abramites,Abramites hypselonotus,"(Günther, 1868)",24 05 02 S,54 15 23 W,"-24,083888888888888888888888889","-54,256388888888888888888888889",2,Usina Hidrelétrica de Itaipu - reservatório,,Guaíra,Paraná,Água doce,1
Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia angustissima,(Mill.) Kuntze,22 32 38 S,42 16 41 W,"-22,543888888888888888888888889","-42,278055555555555555555555556",,Área em restauração ambiental.,Reserva Biológica de Poço das Antas,Casimiro de Abreu,Rio de Janeiro,Floresta Ombrófila Densa,1
Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia auriculiformis,A. Cunn. ex Benth.,20 55 57 S,40 49 40 W,"-20,932500000000000000000000000","-40,827777777777777777777777778",,Itaipava.,Área de Proteção Ambiental Lagoa de Guanandy,Itapemirim,Espírito Santo,Formações Pioneiras - Vegetação com Influência Marinha (Restingas),
Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia auriculiformis,A. Cunn. ex Benth.,18 36 29 S,39 44 47.50 W,"-18,608055555555555555555555556","-39,746527777777777777777777777",,Porção costeira do município.,Área de Proteção Ambiental de Conceição da Barra,Conceição da Barra,Espírito Santo,Plantio florestal com espécies exóticas,
Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia auriculiformis,A. Cunn. ex Benth.,20 13 03.40 S,40 13 11.20 W,"-20,217611111111111111111111111","-40,219777777777777777777777778",,,Área de Proteção Ambiental Praia Mole,Serra,Espírito Santo,Formações Pioneiras - Vegetação com Influência Marinha (Restingas),
Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia auriculiformis,A. Cunn. ex Benth.,20 36 11 S,40 25 35 W,"-20,603055555555555555555555556","-40,426388888888888888888888889",,,Parque Estadual Paulo César Vinha,Guarapari,Espírito Santo,Formações Pioneiras - Vegetação com Influência Marinha (Restingas),
Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia auriculiformis,A. Cunn. ex Benth.,22 55 22 S,43 50 18 W,"-22,922777777777777777777777778","-43,838333333333333333333333333",,"Costa Verde, distrito de Ilha da Madeira.",,Itaguaí,Rio de Janeiro,Floresta Ombrófila Densa,
Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia auriculiformis,A. Cunn. ex Benth.,03 26 00 S,60 23 00 W,"-3,4333333333333333333333333333","-60,383333333333333333333333333",,Estação Experimental do Caldeirão.,,Iranduba,Amazonas,Plantio florestal com espécies exóticas,
Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia auriculiformis,A. Cunn. ex Benth.,20 17 51 S,40 20 01 W,"-20,297500000000000000000000000","-40,333611111111111111111111111",,,Parque Municipal da Fonte Grande,Vitória,Espírito Santo,Floresta Ombrófila Densa,
Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia auriculiformis,A. Cunn. ex Benth.,20 46 34.59 S,41 40 38.07 W,"-20,776275000000000000000000000","-41,677241666666666666666666667",,,Parque Municipal Padre Gino,Guaçuí,Espírito Santo,Floresta Estacional Semidecidual,
Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia auriculiformis,A. Cunn. ex Benth.,20 09 40 S,40 13 08 W,"-20,161111111111111111111111111","-40,218888888888888888888888889",,,Área de Proteção Ambiental Municipal da Lagoa Jacuném,Serra,Espírito Santo,Floresta Ombrófila Densa das Terras Baixas,
Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia auriculiformis,A. Cunn. ex Benth.,19 26 33 S,40 04 52.60 W,"-19,442500000000000000000000000","-40,081277777777777777777777778",,,Floresta Nacional de Goytacazes,Linhares,Espírito Santo,Floresta Ombrófila Densa,
Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia auriculiformis,A. Cunn. ex Benth.,20 36 56 S,40 26 39 W,"-20,615555555555555555555555556","-40,444166666666666666666666666",,Santa Mônica (beira da estrada).,,Guarapari,Espírito Santo,Floresta Ombrófila Densa,
Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia auriculiformis,A. Cunn. ex Benth.,20 36 37 S,40 26 44 W,"-20,610277777777777777777777778","-40,445555555555555555555555555",,Loteamento Setiba Ville.,Área de Proteção Ambiental de Setiba,Guarapari,Espírito Santo,Formações Pioneiras - Vegetação com Influência Marinha (Restingas),
Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia auriculiformis,A. Cunn. ex Benth.,20 55 34 S,40 49 28 W,"-20,926111111111111111111111111","-40,824444444444444444444444445",,Itaipava.,Área de Proteção Ambiental Lagoa de Guanandy,Itapemirim,Espírito Santo,Formações Pioneiras - Vegetação com Influência Marinha (Restingas),
Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia auriculiformis,A. Cunn. ex Benth.,20 35 07.40 S,40 24 09.60 W,"-20,585388888888888888888888889","-40,402666666666666666666666667",,,Área de Proteção Ambiental de Setiba,Guarapari,Espírito Santo,Formações Pioneiras - Vegetação com Influência Marinha (Restingas),
Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia auriculiformis,A. Cunn. ex Benth.,20 36 11.20 S,40 25 33.60 W,"-20,603111111111111111111111111","-40,426000000000000000000000000",,,Parque Estadual Paulo César Vinha,Guarapari,Espírito Santo,Formações Pioneiras - Vegetação com Influência Marinha (Restingas),
Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia auriculiformis,A. Cunn. ex Benth.,19 49 07 S,40 16 25 W,"-19,818611111111111111111111111","-40,273611111111111111111111111",,Plantio da empresa Aracruz Celulose (em 2022 de propriedade da Suzano).,,Aracruz,Espírito Santo,Floresta Ombrófila Densa das Terras Baixas,
Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia auriculiformis,A. Cunn. ex Benth.,02 53 35.04 S,59 58 21.55 W,"-2,8930666666666666666666666666","-59,972652777777777777777777778",,EMBRAPA,,Manaus,Amazonas,Plantio florestal com espécies exóticas,
Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia auriculiformis,A. Cunn. ex Benth.,20 19 23.73 S,40 19 24.52 W,"-20,323258333333333333333333334","-40,323477777777777777777777778",,,Monumento Natural Morro do Penedo,Vila Velha,Espírito Santo,Formações Pioneiras - Vegetação com Influência Marinha (Restingas),
Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia auriculiformis,A. Cunn. ex Benth.,20 19 48.75 S,40 18 54.49 W,"-20,330208333333333333333333334","-40,315136111111111111111111111",,,Parque Natural Municipal Morro da Manteigueira,Vila Velha,Espírito Santo,Floresta Ombrófila Densa,
Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia auriculiformis,A. Cunn. ex Benth.,20 45 46 S,41 32 00 W,"-20,762777777777777777777777778","-41,533333333333333333333333333",,,Parque Municipal Padre Gino,Alegre,Espírito Santo,Floresta Estacional Semidecidual,
Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia auriculiformis,A. Cunn. ex Benth.,17 38 33.70 S,39 21 21.70 W,"-17,642694444444444444444444444","-39,356027777777777777777777778",,Estrada entre Caravelas e Posto da Mata.,,Alcobaça,Bahia,Floresta Ombrófila Densa das Terras Baixas,
Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia auriculiformis,A. Cunn. ex Benth.,19 07 26 S,40 36 28 W,"-19,123888888888888888888888889","-40,607777777777777777777777778",,Ao longo da Rodovia ES-137,,São Domingos do Norte,Espírito Santo,Floresta Ombrófila Densa,
Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia auriculiformis,A. Cunn. ex Benth.,20 35 49 S,40 25 35 W,"-20,596944444444444444444444444","-40,426388888888888888888888889",,Área de extração de areia na restinga.,Área de Proteção Ambiental de Setiba,Guarapari,Espírito Santo,Formações Pioneiras - Vegetação com Influência Marinha (Restingas),
Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia auriculiformis,A. Cunn. ex Benth.,20 55 39 S,40 49 31 W,"-20,927500000000000000000000000","-40,825277777777777777777777778",,Itaipava.,Área de Proteção Ambiental Lagoa de Guanandy,Itapemirim,Espírito Santo,Formações Pioneiras - Vegetação com Influência Marinha (Restingas),
Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia holosericea,"A. Cunn. ex G. Don, 1832",20 46 00 S,41 40 00 W,"-20,766666666666666666666666667","-41,666666666666666666666666667",,,Parque Municipal Padre Gino,Guaçuí,Espírito Santo,Floresta Estacional Semidecidual,1
Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia holosericea,"A. Cunn. ex G. Don, 1832",18 25 16 S,39 42 33 W,"-18,421111111111111111111111111","-39,709166666666666666666666667",,Zona de amortecimento,Parque Estadual de Itaúnas,Conceição da Barra,Espírito Santo,Formações Pioneiras - Vegetação com Influência Marinha (Restingas),1
Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia holosericea,"A. Cunn. ex G. Don, 1832",20 35 47 S,40 25 36 W,"-20,596388888888888888888888889","-40,426666666666666666666666667",,Área de extração de areia na restinga.,Área de Proteção Ambiental de Setiba,Guarapari,Espírito Santo,Formações Pioneiras - Vegetação com Influência Marinha (Restingas),
Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia holosericea,"A. Cunn. ex G. Don, 1832",20 45 49 S,41 31 59 W,"-20,763611111111111111111111111","-41,533055555555555555555555556",,,Área de Relevante Interesse Ecológico de Alegre,Alegre,Espírito Santo,Floresta Estacional Semidecidual,1
Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia holosericea,"A. Cunn. ex G. Don, 1832",17 41 27.80 S,39 28 02.40 W,"-17,691055555555555555555555555","-39,467333333333333333333333334",,Estrada entre Caravelas e Posto da Mata,,Caravelas,Bahia,Floresta Ombrófila Densa das Terras Baixas,1
Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia longifolia,(Andr.) Willd.,06 53 25 S,38 33 19 W,"-6,8902777777777777777777777777","-38,555277777777777777777777778",,,,Cajazeiras,Paraíba,Savana-Estépica Arborizada,1
Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia longifolia,(Andr.) Willd.,07 07 14 S,38 30 07 W,"-7,1205555555555555555555555556","-38,501944444444444444444444444",,,,São José de Piranhas,Paraíba,Savana-Estépica Florestada,1
Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia longifolia,(Andr.) Willd.,06 55 37 S,38 40 27 W,"-6,9269444444444444444444444445","-38,674166666666666666666666667",,,,Cachoeira dos Índios,Paraíba,Savana-Estépica Florestada,1
Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia longifolia,(Andr.) Willd.,06 43 13 S,38 38 17 W,"-6,7202777777777777777777777778","-38,638055555555555555555555555",,,,Santa Helena,Paraíba,Savana-Estépica Arborizada,1
Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia longifolia,(Andr.) Willd.,06 34 30 S,38 30 43 W,"-6,5750000000000000000000000000","-38,511944444444444444444444444",,,,Poço de José de Moura,Paraíba,"Savana-Estépica (Caatinga do Sertão Árido, Campos de Roraima, Chaco Mato-Grossense-do-Sul e Parque de Espinilho da Barra do Rio Quaraí)",1
Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia longifolia,(Andr.) Willd.,06 29 23 S,38 28 32 W,"-6,4897222222222222222222222222","-38,475555555555555555555555556",,,,Santarém,Paraíba,"Savana-Estépica (Caatinga do Sertão Árido, Campos de Roraima, Chaco Mato-Grossense-do-Sul e Parque de Espinilho da Barra do Rio Quaraí)",1
Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia longifolia,(Andr.) Willd.,06 50 30 S,38 20 50 W,"-6,8416666666666666666666666666","-38,347222222222222222222222222",,,,Marizópolis,Paraíba,"Savana-Estépica (Caatinga do Sertão Árido, Campos de Roraima, Chaco Mato-Grossense-do-Sul e Parque de Espinilho da Barra do Rio Quaraí)",1
Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia longifolia,(Andr.) Willd.,27 36 32 S,48 27 18 W,"-27,608888888888888888888888889","-48,455",,,Parque Natural Municipal das Dunas da Lagoa da Conceição,Florianópolis,Santa Catarina,Formações Pioneiras - Vegetação com Influência Marinha (Restingas),1
Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia longifolia,(Andr.) Willd.,27 05 25 S,48 36 41 W,"-27,090277777777777777777777777","-48,611388888888888888888888889",,Restinga,,Itapema,Santa Catarina,Formações Pioneiras - Vegetação com Influência Marinha (Restingas),1
Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia longifolia,(Andr.) Willd.,25 25 40 S,49 16 23 W,"-25,427777777777777777777777778","-49,273055555555555555555555556",,,,Curitiba,Paraná,Floresta Ombrófila Mista Montana,1
Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia longifolia,(Andr.) Willd.,28 56 05 S,49 29 09 W,"-28,934722222222222222222222222","-49,485833333333333333333333333",,,,Araranguá,Santa Catarina,Formações Pioneiras - Vegetação com Influência Marinha (Restingas),1
Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia longifolia,(Andr.) Willd.,33 32 02 S,53 20 59 W,"-33,533888888888888888888888889","-53,349722222222222222222222222",,"Hermenegildo, Barra do Chuí",,Santa Vitória do Palmar,Rio Grande do Sul,Formações Pioneiras - Vegetação com Influência Marinha (Restingas),1
Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia longifolia,(Andr.) Willd.,25 25 40 S,49 16 23 W,"-25,427777777777777777777777778","-49,273055555555555555555555556",,,,Curitiba,Paraná,Floresta Ombrófila Mista Montana,1
Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia longifolia,(Andr.) Willd.,32 01 40 S,52 05 40 W,"-32,027777777777777777777777778","-52,094444444444444444444444444",,Praia do Cassino,,Rio Grande,Rio Grande do Sul,Formações Pioneiras - Vegetação com Influência Marinha (Restingas),1
Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia longifolia,(Andr.) Willd.,25 25 40 S,49 16 23 W,"-25,427777777777777777777777778","-49,273055555555555555555555556",,,,Curitiba,Paraná,Floresta Ombrófila Mista Montana,1
Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia longifolia,(Andr.) Willd.,31 46 34 S,52 21 34 W,"-31,776111111111111111111111111","-52,359444444444444444444444444",,"Estrada para Praia do Laranjal, loteamento Las Acacias e Vila Assunção II",,Pelotas,Rio Grande do Sul,Formações Pioneiras - Vegetação com Influência Marinha (Restingas),1
Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia longifolia,(Andr.) Willd.,29 59 05 S,50 08 01 W,"-29,984722222222222222222222222","-50,133611111111111111111111111",,Horto Florestal do Litoral Norte/SEMA,,Tramandaí,Rio Grande do Sul,Formações Pioneiras - Vegetação com Influência Marinha (Restingas),1
Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia longifolia,(Andr.) Willd.,06 24 14 S,38 28 09 W,"-6,4038888888888888888888888889","-38,469166666666666666666666667",,,,Poço Dantas,Paraíba,"Savana-Estépica (Caatinga do Sertão Árido, Campos de Roraima, Chaco Mato-Grossense-do-Sul e Parque de Espinilho da Barra do Rio Quaraí)",1
Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia longifolia,(Andr.) Willd.,27 30 53.07 S,48 24 43.33 W,"-27,514741666666666666666666667","-48,412036111111111111111111111",,Ao longo da estrada principal de areia.,Parque Estadual do Rio Vermelho,Florianópolis,Santa Catarina,Formações Pioneiras - Vegetação com Influência Marinha (Restingas),0
Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia longifolia,(Andr.) Willd.,06 30 56 S,38 10 49 W,"-6,5155555555555555555555555556","-38,180277777777777777777777778",,,,Lastro,Paraíba,Savana-Estépica Arborizada,1
Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia longifolia,(Andr.) Willd.,31 18 22.62 S,50 59 36 W,"-31,306283333333333333333333333","-50,993333333333333333333333333",,Na faixa de areia entre a Lagoa do Peixe e o Oceano,Parque Nacional da Lagoa do Peixe,Mostardas,Rio Grande do Sul,Formações Pioneiras - Vegetação com Influência Marinha (Restingas),1
Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia longifolia,(Andr.) Willd.,06 37 08 S,38 05 40 W,"-6,6188888888888888888888888889","-38,094444444444444444444444444",,,,São Francisco,Paraíba,"Savana-Estépica (Caatinga do Sertão Árido, Campos de Roraima, Chaco Mato-Grossense-do-Sul e Parque de Espinilho da Barra do Rio Quaraí)",1
Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia longifolia,(Andr.) Willd.,06 56 26 S,38 09 44 W,"-6,9405555555555555555555555555","-38,162222222222222222222222222",,,,São José da Lagoa Tapada,Paraíba,Savana-Estépica Arborizada,1
Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia longifolia,(Andr.) Willd.,06 47 04 S,38 05 12 W,"-6,7844444444444444444444444444","-38,086666666666666666666666666",,,,Nazarezinho,Paraíba,Áreas de Tensão Ecológica - Savana - Savana Estépica,1
Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia longifolia,(Andr.) Willd.,07 02 20 S,38 20 37 W,"-7,0388888888888888888888888889","-38,343611111111111111111111111",,,,Carrapateira,Paraíba,Savana-Estépica Florestada,1
Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia longifolia,(Andr.) Willd.,07 18 48 S,38 30 54 W,"-7,3133333333333333333333333333","-38,515",,,,Bonito de Santa Fé,Paraíba,Áreas de Tensão Ecológica - Savana - Floresta Estacional,1
Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia longifolia,(Andr.) Willd.,07 00 00 S,38 22 60 W,-7,"-38,383333333333333333333333334",,,,Bom Jesus,Paraíba,Savana-Estépica Arborizada,1
Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia longifolia,(Andr.) Willd.,06 43 45 S,38 26 56 W,"-6,7291666666666666666666666667","-38,448888888888888888888888889",,,,São João do Rio do Peixe,Paraíba,"Savana-Estépica (Caatinga do Sertão Árido, Campos de Roraima, Chaco Mato-Grossense-do-Sul e Parque de Espinilho da Barra do Rio Quaraí)",1
Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia longifolia,(Andr.) Willd.,06 27 07 S,38 33 03 W,"-6,4519444444444444444444444444","-38,550833333333333333333333333",,,,Bernardino Batista,Paraíba,"Savana-Estépica (Caatinga do Sertão Árido, Campos de Roraima, Chaco Mato-Grossense-do-Sul e Parque de Espinilho da Barra do Rio Quaraí)",1
Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia longifolia,(Andr.) Willd.,06 32 39 S,38 16 40 W,"-6,5441666666666666666666666666","-38,277777777777777777777777778",,,,Vieirópolis,Paraíba,"Savana-Estépica (Caatinga do Sertão Árido, Campos de Roraima, Chaco Mato-Grossense-do-Sul e Parque de Espinilho da Barra do Rio Quaraí)",1
Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia longifolia,(Andr.) Willd.,07 12 54 S,38 35 11 W,"-7,215","-38,586388888888888888888888889",,,,Monte Horebe,Paraíba,Savana-Estépica Florestada,1
Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia longifolia,(Andr.) Willd.,27 05 25 S,48 26 41 W,"-27,090277777777777777777777777","-48,444722222222222222222222222",,Restinga,,Itapema,Santa Catarina,Formações Pioneiras - Vegetação com Influência Marinha (Restingas),1
Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia longifolia,(Andr.) Willd.,15 46 56 S,47 52 00 W,"-15,782222222222222222222222223","-47,866666666666666666666666667",,,,Brasília,Distrito Federal,Savana (Cerrado),1
Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia longifolia,(Andr.) Willd.,28 28 57 S,48 46 51 W,"-28,482500000000000000000000000","-48,780833333333333333333333334",,,,Laguna,Santa Catarina,Formações Pioneiras - Vegetação com Influência Marinha (Restingas),1
Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia longifolia,(Andr.) Willd.,29 19 27 S,49 45 28 W,"-29,324166666666666666666666667","-49,757777777777777777777777778",,Restinga,,Torres,Rio Grande do Sul,Formações Pioneiras - Vegetação com Influência Marinha (Restingas),1
Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia longifolia,(Andr.) Willd.,33 41 26 S,53 27 19 W,"-33,690555555555555555555555555","-53,455277777777777777777777778",,,,Chuí,Rio Grande do Sul,Formações Pioneiras - Vegetação com Influência Marinha (Restingas),1
Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia longifolia,(Andr.) Willd.,25 25 40 S,49 16 23 W,"-25,427777777777777777777777778","-49,273055555555555555555555556",,,,Curitiba,Paraná,Floresta Ombrófila Mista Montana,1
Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia longifolia,(Andr.) Willd.,31 25 52 S,51 10 06 W,"-31,431111111111111111111111111","-51,168333333333333333333333334",,,Parque Nacional da Lagoa do Peixe,Mostardas,Rio Grande do Sul,Formações Pioneiras - Vegetação com Influência Marinha (Restingas),1
Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia longifolia,(Andr.) Willd.,27 28 58 S,48 23 17 W,"-27,482777777777777777777777778","-48,388055555555555555555555555",,Ponta das Aranhas,Parque Estadual do Rio Vermelho,Florianópolis,Santa Catarina,Formações Pioneiras - Vegetação com Influência Marinha (Restingas),1
Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia longifolia,(Andr.) Willd.,06 45 33 S,38 13 41 W,"-6,7591666666666666666666666667","-38,228055555555555555555555556",,,,Sousa,Paraíba,"Savana-Estépica (Caatinga do Sertão Árido, Campos de Roraima, Chaco Mato-Grossense-do-Sul e Parque de Espinilho da Barra do Rio Quaraí)",1
Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia longifolia,(Andr.) Willd.,29 36 52.99 S,49 58 04.87 W,"-29,614719444444444444444444444","-49,968019444444444444444444445",,Beira de rodovia.,,Capão da Canoa,Rio Grande do Sul,Formações Pioneiras - Vegetação com Influência Marinha (Restingas),0
Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia longifolia,(Andr.) Willd.,06 31 06 S,38 24 44 W,"-6,5183333333333333333333333334","-38,412222222222222222222222222",,,,Uiraúna,Paraíba,"Savana-Estépica (Caatinga do Sertão Árido, Campos de Roraima, Chaco Mato-Grossense-do-Sul e Parque de Espinilho da Barra do Rio Quaraí)",1
Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia longifolia,(Andr.) Willd.,31 08 53 S,50 49 00 W,"-31,148055555555555555555555555","-50,816666666666666666666666667",,Nas margens da estrada que liga o Parque ao Balneário Mostardense,Parque Nacional da Lagoa do Peixe,Mostardas,Rio Grande do Sul,Formações Pioneiras - Vegetação com Influência Marinha (Restingas),1
Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia longifolia,(Andr.) Willd.,06 31 59 S,38 03 43 W,"-6,5330555555555555555555555556","-38,061944444444444444444444444",,,,Santa Cruz,Paraíba,Savana-Estépica Arborizada,1
