kingdom,phyllum,class,oorder,family,genus,scientific_name,author,latitude,longitude,latitude_decimal,longitude_decimal,data_source,location,protected_area,municipio,state,ambiente,coord_unit
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,5 24 45.6 S,37 46 34.2 W,"-5,4126666666666666666666666667","-37,776166666666666666666666667",,Região do Seridó,,Apodi,Rio Grande do Norte,"Savana-Estépica (Caatinga do Sertão Árido, Campos de Roraima, Chaco Mato-Grossense-do-Sul e Parque de Espinilho da Barra do Rio Quaraí)",1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,09 28 18.09 S,40 35 52.00 W,"-9,471691666666666666666666667","-40,597777777777777777777777777",,Povoado de Alagadiço.,,Juazeiro,Bahia,"Savana-Estépica (Caatinga do Sertão Árido, Campos de Roraima, Chaco Mato-Grossense-do-Sul e Parque de Espinilho da Barra do Rio Quaraí)",1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,11 13 8.4 S,37 13 23.9 W,"-11,219000000000000000000000000","-37,223305555555555555555555556",,Em todos os municípios do Estado,,Itaporanga d'Ajuda,Sergipe,Indeterminado,1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,10 28 45.9 S,36 56 53.6 W,"-10,479416666666666666666666667","-36,948222222222222222222222222",,Em todos os municípios do Estado,,Capela,Sergipe,Indeterminado,1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,9 38 29.8 S,37 47 7.9 W,"-9,641611111111111111111111111","-37,785527777777777777777777777",,Em todos os municípios do Estado,,Canindé de São Francisco,Sergipe,Indeterminado,1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,9 30 32.5 S,36 31 25.3 W,"-9,509027777777777777777777778","-36,523694444444444444444444445",,Em todos os municípios do estado,,Palmeira dos Índios,Alagoas,Áreas de Tensão Ecológica - Savana - Floresta Estacional,1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,8 56 34.9 S,35 50 46.8 W,"-8,943027777777777777777777777","-35,846333333333333333333333333",,Em todos os municípios do estado,,Ibateguara,Alagoas,Indeterminado,1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,5 14 23.7 S,37 10 10.6 W,"-5,2399166666666666666666666666","-37,169611111111111111111111111",,Região do Seridó,,Mossoró,Rio Grande do Norte,"Savana-Estépica (Caatinga do Sertão Árido, Campos de Roraima, Chaco Mato-Grossense-do-Sul e Parque de Espinilho da Barra do Rio Quaraí)",1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,06 59 48.60 S,38 34 41.00 W,"-6,9968333333333333333333333333","-38,578055555555555555555555556",,Fazenda Batateira,,Cajazeiras,Paraíba,"Savana-Estépica (Caatinga do Sertão Árido, Campos de Roraima, Chaco Mato-Grossense-do-Sul e Parque de Espinilho da Barra do Rio Quaraí)",1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,10 0 44.1 S,36 57 34.8 W,"-10,01225","-36,959666666666666666666666667",,Em todos os municípios do Estado,,Gararu,Sergipe,Indeterminado,1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,10 30 13.8 S,36 24 41.3 W,"-10,503833333333333333333333333","-36,411472222222222222222222222",,Em todos os municípios do Estado,,Brejo Grande,Sergipe,Indeterminado,1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,10 20 47.4 S,36 53 10.5 W,"-10,346500000000000000000000000","-36,886250000000000000000000000",,Em todos os municípios do Estado,,São Francisco,Sergipe,Indeterminado,1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,9 16 36 S,37 59 9.6 W,"-9,276666666666666666666666667","-37,986000000000000000000000000",,Em todos os municípios do estado,,Pariconha,Alagoas,Indeterminado,1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,10 5 12 S,36 29 46 W,"-10,086666666666666666666666666","-36,496111111111111111111111111",,Em todos os municípios do estado,,Igreja Nova,Alagoas,Indeterminado,1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,9 20 38.2 S,37 53 29.3 W,"-9,343944444444444444444444444","-37,891472222222222222222222222",,Em todos os municípios do estado,,Água Branca,Alagoas,Indeterminado,1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,09 24 50.00 S,40 28 47.40 W,"-9,413888888888888888888888889","-40,479833333333333333333333334",,Ilha do Jatobá,,Petrolina,Pernambuco,"Savana-Estépica (Caatinga do Sertão Árido, Campos de Roraima, Chaco Mato-Grossense-do-Sul e Parque de Espinilho da Barra do Rio Quaraí)",1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,10 41 40.5 S,37 1 52.8 W,"-10,694583333333333333333333333","-37,031333333333333333333333334",,Em todos os municípios do Estado,,Rosário do Catete,Sergipe,Indeterminado,1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,11 17 28.3 S,37 41 28.9 W,"-11,291194444444444444444444444","-37,691361111111111111111111111",,Em todos os municípios do Estado,,Itabaianinha,Sergipe,Indeterminado,1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,11 28 51.8 S,37 24 4.2 W,"-11,481055555555555555555555556","-37,401166666666666666666666667",,Em todos os municípios do Estado,,Indiaroba,Sergipe,Indeterminado,1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,9 17 54.8 S,35 23 55.4 W,"-9,298555555555555555555555555","-35,398722222222222222222222222",,Em todos os municípios do estado,,Passo de Camaragibe,Alagoas,Indeterminado,1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,9 38 12 S,37 12 28.2 W,"-9,636666666666666666666666666","-37,207833333333333333333333333",,Em todos os municípios do estado,,Jacaré dos Homens,Alagoas,Indeterminado,1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,9 52 50.4 S,36 32 35.2 W,"-9,880666666666666666666666667","-36,543111111111111111111111111",,Em todos os municípios do estado,,Arapiraca,Alagoas,Indeterminado,1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,06 42 49.72 S,38 57 41.98 W,"-6,7138111111111111111111111111","-38,961661111111111111111111111",,Sítio Patos,,Lavras da Mangabeira,Ceará,"Savana-Estépica (Caatinga do Sertão Árido, Campos de Roraima, Chaco Mato-Grossense-do-Sul e Parque de Espinilho da Barra do Rio Quaraí)",1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,10 41 31.7 S,36 56 53.7 W,"-10,692138888888888888888888889","-36,948250000000000000000000000",,Em todos os municípios do Estado,,General Maynard,Sergipe,Indeterminado,1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,10 42 51.6 S,37 21 52.9 W,"-10,714333333333333333333333333","-37,364694444444444444444444444",,Em todos os municípios do Estado,,Itabaiana,Sergipe,Indeterminado,1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,10 7 24.6 S,37 5 58.7 W,"-10,123500000000000000000000000","-37,099638888888888888888888889",,Em todos os municípios do Estado,,Itabi,Sergipe,Indeterminado,1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,10 8 57.2 S,36 21 57.9 W,"-10,149222222222222222222222222","-36,366083333333333333333333333",,Em todos os municípios do estado,,Penedo,Alagoas,Indeterminado,1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,9 5 20.3 S,35 15 31.2 W,"-9,088972222222222222222222222","-35,258666666666666666666666667",,Em todos os municípios do estado,,Japaratinga,Alagoas,Indeterminado,1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,9 24 33.4 S,35 30 1.1 W,"-9,409277777777777777777777778","-35,500305555555555555555555556",,Em todos os municípios do estado,,Barra de Santo Antônio,Alagoas,Indeterminado,1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,09 19 44.20 S,40 33 30.10 W,"-9,328944444444444444444444445","-40,558361111111111111111111111",,Campus de Ciências Agrárias da Universidade Federal do Vale do São Francisco.,,Petrolina,Pernambuco,"Savana-Estépica (Caatinga do Sertão Árido, Campos de Roraima, Chaco Mato-Grossense-do-Sul e Parque de Espinilho da Barra do Rio Quaraí)",
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,7 51 28.6 S,41 54 39.3 W,"-7,8579444444444444444444444444","-41,910916666666666666666666667",,"Fazendas, pequenas propriedades",,Simplício Mendes,Piauí,"Savana-Estépica (Caatinga do Sertão Árido, Campos de Roraima, Chaco Mato-Grossense-do-Sul e Parque de Espinilho da Barra do Rio Quaraí)",1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,11 23 39.7 S,37 36 47 W,"-11,394361111111111111111111111","-37,613055555555555555555555556",,Em todos os municípios do Estado,,Umbaúba,Sergipe,Indeterminado,1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,10 33 13.3 S,36 34 27.9 W,"-10,553694444444444444444444444","-36,574416666666666666666666667",,Em todos os municípios do Estado,,Pacatuba,Sergipe,Indeterminado,1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,9 36 24.8 S,35 56 54.7 W,"-9,606888888888888888888888889","-35,948527777777777777777777777",,Em todos os municípios do estado,,Pilar,Alagoas,Indeterminado,1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,9 58 1.4 S,35 58 35.8 W,"-9,967055555555555555555555556","-35,976611111111111111111111111",,Em todos os municípios do estado,,Jequiá da Praia,Alagoas,Indeterminado,1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,9 48 22.5 S,37 2 18.1 W,"-9,80625","-37,038361111111111111111111111",,Em todos os municípios do estado,,Batalha,Alagoas,Indeterminado,1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,09 27 24.46 S,40 33 52.50 W,"-9,456794444444444444444444444","-40,564583333333333333333333333",,Ilha do Massangano.,,Petrolina,Pernambuco,Área degradada,
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,6 50 21.3 S,41 56 5.1 W,"-6,8392500000000000000000000000","-41,934750000000000000000000000",,"Fazendas, pequenas propriedades",,Oeiras,Piauí,"Savana-Estépica (Caatinga do Sertão Árido, Campos de Roraima, Chaco Mato-Grossense-do-Sul e Parque de Espinilho da Barra do Rio Quaraí)",1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,10 33 52.1 S,36 48 58.9 W,"-10,564472222222222222222222222","-36,816361111111111111111111111",,Em todos os municípios do Estado,,Japaratuba,Sergipe,Indeterminado,1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,10 43 53.9 S,37 11 36.4 W,"-10,731638888888888888888888889","-37,193444444444444444444444444",,Em todos os municípios do Estado,,Riachuelo,Sergipe,Indeterminado,1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,9 40 11.3 S,37 39 31.4 W,"-9,669805555555555555555555556","-37,658722222222222222222222222",,Em todos os municípios do estado,,Piranhas,Alagoas,Indeterminado,1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,8 56 20 S,35 33 20.2 W,"-8,938888888888888888888888889","-35,555611111111111111111111111",,Em todos os municípios do estado,,Jundiá,Alagoas,Indeterminado,1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,9 48 30.1 S,37 2 25.3 W,"-9,808361111111111111111111111","-37,040361111111111111111111111",,Em todos os municípios do estado,,Belo Monte,Alagoas,Indeterminado,1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,09 24 45.24 S,40 31 09.85 W,"-9,412566666666666666666666667","-40,519402777777777777777777778",,"Margem do Rio São Francisco, aos fundos da Univasf, na divisa entre Pernambuco e Bahia.",,Juazeiro,Bahia,"Savana-Estépica (Caatinga do Sertão Árido, Campos de Roraima, Chaco Mato-Grossense-do-Sul e Parque de Espinilho da Barra do Rio Quaraí)",
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,7 51 25.6 S,35 23 24.4 W,"-7,8571111111111111111111111111","-35,390111111111111111111111111",,Propriedades particulares e com experimentos do governo,,Limoeiro,Pernambuco,"Savana-Estépica (Caatinga do Sertão Árido, Campos de Roraima, Chaco Mato-Grossense-do-Sul e Parque de Espinilho da Barra do Rio Quaraí)",1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,10 16 13.9 S,37 18 58 W,"-10,270527777777777777777777778","-37,316111111111111111111111111",,Em todos os municípios do Estado,,Feira Nova,Sergipe,Indeterminado,1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,10 22 59.3 S,36 56 24.6 W,"-10,383138888888888888888888889","-36,940166666666666666666666666",,Em todos os municípios do Estado,,Muribeca,Sergipe,Indeterminado,1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,9 5 27.3 S,35 21 14.1 W,"-9,090916666666666666666666666","-35,353916666666666666666666667",,Em todos os municípios do estado,,Porto Calvo,Alagoas,Indeterminado,1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,9 49 51.2 S,36 44 8.8 W,"-9,830888888888888888888888889","-36,735777777777777777777777777",,Em todos os municípios do estado,,Lagoa da Canoa,Alagoas,Indeterminado,1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,9 14 9.6 S,35 59 30.5 W,"-9,236000000000000000000000000","-35,991805555555555555555555555",,Em todos os municípios do estado,,Branquinha,Alagoas,Indeterminado,1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,09 25 01.63 S,40 28 20.91 W,"-9,417119444444444444444444445","-40,472475000000000000000000000",,Ilha de Nossa Senhora.,,Petrolina,Pernambuco,Área degradada,
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,8 15 28 S,35 52 56.7 W,"-8,257777777777777777777777778","-35,882416666666666666666666667",,Propriedades particulares e com experimentos do governo,,Caruaru,Pernambuco,"Savana-Estépica (Caatinga do Sertão Árido, Campos de Roraima, Chaco Mato-Grossense-do-Sul e Parque de Espinilho da Barra do Rio Quaraí)",1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,10 12 56.5 S,37 25 11.7 W,"-10,215694444444444444444444444","-37,419916666666666666666666667",,Em todos os municípios do Estado,,Nossa Senhora da Glória,Sergipe,Indeterminado,1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,11 17 58.2 S,37 16 48.9 W,"-11,299500000000000000000000000","-37,280250000000000000000000000",,Em todos os municípios do Estado,,Estância,Sergipe,Indeterminado,1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,10 4 16.5 S,36 40 13.6 W,"-10,071250000000000000000000000","-36,670444444444444444444444445",,Em todos os municípios do estado,,Porto Real do Colégio,Alagoas,Indeterminado,1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,9 39 39 S,35 42 5.9 W,"-9,660833333333333333333333333","-35,701638888888888888888888889",,Em todos os municípios do estado,,Maceió,Alagoas,Indeterminado,1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,9 23 22.8 S,36 9 23 W,"-9,389666666666666666666666666","-36,156388888888888888888888889",,Em todos os municípios do estado,,Cajueiro,Alagoas,Indeterminado,1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,09 24 12.65 S,40 27 26.25 W,"-9,403513888888888888888888889","-40,457291666666666666666666667",,Ilha do Jatobá.,,Petrolina,Pernambuco,Área degradada,
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,7 24 25.3 S,35 32 39.3 W,"-7,4070277777777777777777777778","-35,544250000000000000000000000",,Fazendas,,Itatuba,Paraíba,"Savana-Estépica (Caatinga do Sertão Árido, Campos de Roraima, Chaco Mato-Grossense-do-Sul e Parque de Espinilho da Barra do Rio Quaraí)",1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,10 26 57.2 S,36 31 20 W,"-10,449222222222222222222222222","-36,522222222222222222222222223",,Em todos os municípios do Estado,,Ilha das Flores,Sergipe,Indeterminado,1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,10 4 57.3 S,36 57 3.3 W,"-10,082583333333333333333333334","-36,950916666666666666666666667",,Em todos os municípios do Estado,,Canhoba,Sergipe,Indeterminado,1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,9 26 42.9 S,35 47 58.9 W,"-9,445250000000000000000000000","-35,799694444444444444444444444",,Em todos os municípios do estado,,Rio Largo,Alagoas,Indeterminado,1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,8 54 33.9 S,35 9 49.6 W,"-8,909416666666666666666666667","-35,163777777777777777777777778",,Em todos os municípios do estado,,Maragogi,Alagoas,Indeterminado,1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,9 48 29.5 S,36 12 34 W,"-9,808194444444444444444444444","-36,209444444444444444444444444",,Em todos os municípios do estado,,Campo Alegre,Alagoas,Indeterminado,1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,13 04 38.0 S,41 26 26.6 W,"-13,077222222222222222222222223","-41,440722222222222222222222222",,Às margens da barragem do Apertado.,,Mucugê,Bahia,Savana (Cerrado),
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,7 16 18.8 S,35 32 48.7 W,"-7,2718888888888888888888888889","-35,546861111111111111111111111",,Fazendas,,Ingá,Paraíba,"Savana-Estépica (Caatinga do Sertão Árido, Campos de Roraima, Chaco Mato-Grossense-do-Sul e Parque de Espinilho da Barra do Rio Quaraí)",1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,10 32 57.2 S,37 22 17.4 W,"-10,549222222222222222222222222","-37,371500000000000000000000000",,Em todos os municípios do Estado,,Ribeirópolis,Sergipe,Indeterminado,1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,11 23 53 S,37 24 48 W,"-11,398055555555555555555555555","-37,413333333333333333333333333",,Em todos os municípios do Estado,,Santa Luzia do Itanhy,Sergipe,Indeterminado,1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,9 35 48.4 S,35 49 24.6 W,"-9,596777777777777777777777777","-35,823500000000000000000000000",,Em todos os municípios do estado,,Santa Luzia do Norte,Alagoas,Indeterminado,1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,9 34 38.1 S,36 18 23.8 W,"-9,577250000000000000000000000","-36,306611111111111111111111111",,Em todos os municípios do estado,,Maribondo,Alagoas,Indeterminado,1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,9 9 40.1 S,37 25 29.6 W,"-9,161138888888888888888888889","-37,424888888888888888888888889",,Em todos os municípios do estado,,Canapi,Alagoas,Indeterminado,1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,7 19 1.7 S,35 20 1.3 W,"-7,3171388888888888888888888889","-35,333694444444444444444444444",,Fazendas,,Itabaiana,Paraíba,"Savana-Estépica (Caatinga do Sertão Árido, Campos de Roraima, Chaco Mato-Grossense-do-Sul e Parque de Espinilho da Barra do Rio Quaraí)",1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,10 37 31.8 S,36 44 39.7 W,"-10,625500000000000000000000000","-36,744361111111111111111111111",,Em todos os municípios do Estado,,Pirambu,Sergipe,Indeterminado,1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,10 54 26 S,37 2 53.6 W,"-10,907222222222222222222222222","-37,048222222222222222222222222",,Em todos os municípios do Estado,,Aracaju,Sergipe,Indeterminado,1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,9 3 36.9 S,36 11 42.3 W,"-9,06025","-36,195083333333333333333333333",,Em todos os municípios do estado,,Santana do Mundaú,Alagoas,Indeterminado,1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,9 0 11.6 S,37 35 5.1 W,"-9,003222222222222222222222222","-37,584750000000000000000000000",,Em todos os municípios do estado,,Mata Grande,Alagoas,Indeterminado,1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,9 28 50.4 S,37 22 29.1 W,"-9,480666666666666666666666667","-37,374750000000000000000000000",,Em todos os municípios do estado,,Carneiros,Alagoas,Indeterminado,1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,7 18 11.1 S,35 46 20.4 W,"-7,3030833333333333333333333333","-35,772333333333333333333333334",,Fazendas,,Campina Grande,Paraíba,"Savana-Estépica (Caatinga do Sertão Árido, Campos de Roraima, Chaco Mato-Grossense-do-Sul e Parque de Espinilho da Barra do Rio Quaraí)",1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,11 2 11.7 S,37 27 20.1 W,"-11,036583333333333333333333333","-37,455583333333333333333333333",,Em todos os municípios do Estado,,Salgado,Sergipe,Indeterminado,1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,10 23 40.7 S,37 27 16 W,"-10,394638888888888888888888889","-37,454444444444444444444444444",,Em todos os municípios do Estado,,Nossa Senhora Aparecida,Sergipe,Indeterminado,1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,9 0 39.8 S,36 3 26.6 W,"-9,011055555555555555555555556","-36,057388888888888888888888889",,Em todos os municípios do estado,,São José da Laje,Alagoas,Indeterminado,1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,9 9 30.7 S,35 32 0.8 W,"-9,158527777777777777777777778","-35,533555555555555555555555555",,Em todos os municípios do estado,,Matriz de Camaragibe,Alagoas,Indeterminado,1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,9 36 25.2 S,36 34 20.1 W,"-9,607","-36,572250000000000000000000000",,Em todos os municípios do estado,,Coité do Nóia,Alagoas,Indeterminado,1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,09 26 52.40 S,40 31 34.20 W,"-9,447888888888888888888888889","-40,526166666666666666666666667",,Campus Juazeiro da UNIVASF (Universidade Federal do Vale do São Francisco).,,Juazeiro,Bahia,"Savana-Estépica (Caatinga do Sertão Árido, Campos de Roraima, Chaco Mato-Grossense-do-Sul e Parque de Espinilho da Barra do Rio Quaraí)",1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,10 22 28.6 S,36 54 53.7 W,"-10,374611111111111111111111111","-36,914916666666666666666666667",,Em todos os municípios do Estado,,Malhada dos Bois,Sergipe,Indeterminado,1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,10 8 2.3 S,36 55 38.9 W,"-10,133972222222222222222222222","-36,927472222222222222222222223",,Em todos os municípios do Estado,,Amparo de São Francisco,Sergipe,Indeterminado,1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,9 18 50.8 S,35 33 55.8 W,"-9,314111111111111111111111111","-35,5655",,Em todos os municípios do estado,,São Luís do Quitunde,Alagoas,Indeterminado,1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,9 18 13.3 S,36 51 53.7 W,"-9,303694444444444444444444444","-36,864916666666666666666666667",,Em todos os municípios do estado,,Minador do Negrão,Alagoas,Indeterminado,1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,9 40 10.9 S,35 47 28.1 W,"-9,669694444444444444444444445","-35,791138888888888888888888889",,Em todos os municípios do estado,,Coqueiro Seco,Alagoas,Indeterminado,1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,09 19 44.20 S,40 33 30.10 W,"-9,328944444444444444444444445","-40,558361111111111111111111111",,Fazenda Experimentalda UNIVASF  ,,Petrolina,Pernambuco,"Savana-Estépica (Caatinga do Sertão Árido, Campos de Roraima, Chaco Mato-Grossense-do-Sul e Parque de Espinilho da Barra do Rio Quaraí)",1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,10 17 15.6 S,36 35 58.5 W,"-10,287666666666666666666666666","-36,599583333333333333333333333",,Em todos os municípios do Estado,,Santana do São Francisco,Sergipe,Indeterminado,1
Plantae,Magnoliophyta,Liliopsida,Poales,Poaceae,Cenchrus,Cenchrus ciliaris,L.,11 7 0.1 S,37 51 25.4 W,"-11,116694444444444444444444445","-37,857055555555555555555555556",,Em todos os municípios do Estado,,Tobias Barreto,Sergipe,Indeterminado,1
