scientific_name,decimalLongitude,decimalLatitude
Robinia pseudoacacia,-51.144444,-29.162222
Robinia pseudoacacia,-51.118389,-30.046583
Robinia pseudoacacia,-51.118389,-30.046583
Robinia pseudoacacia,-51.1799547,-29.1722202
Robinia pseudoacacia,-51.237222,-30.019139
Robinia pseudoacacia,-51.178068,-30.051692
Robinia pseudoacacia,-49.273056,-25.428056
Robinia pseudoacacia,-49.2736973,-25.4319824
