ID_UC;Código UC;Informações Gerais;Nome da UC;Esfera Administrativa;Categoria de Manejo;Categoria IUCN;UF;Ano de Criação;Ano do ato legal mais recente;Ato Legal de Criação;Outros atos legais;Municípios Abrangidos;Plano de Manejo;Conselho Gestor;Órgão Gestor;Fonte da Área: (1 = SHP, 0 = Ato legal);Área soma biomas;Área soma Biomas Continental;Área Ato Legal de Criação;Bioma Área (ha);Amazônia;Caatinga;Cerrado;Mata Atlântica;Pampa;Pantanal;Área Marinha;Bioma declarado;% Além da linha de costa;Grupo;PI;US;Recortes (ha);Mar Territorial;Município Costeiro;Município Costeiro + Área Marinha;Programa/Projeto;Sítios do Patrimônio Mundial;Sítios Ramsar;Mosaico;Código WDPA
1.107;0000.00.1107;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA PARTICULAR SCHUSTER;Federal;Reserva Particular do Patrimônio Natural;Category IV;RS;1992;1992;Portaria 20 de 04/02/1992;Sem informação.;HUMAITÁ (RS);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;4;4;4;;0;0;0;4;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555682809
1.112;0000.00.1112;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RANCHO MIRA-SERRA;Federal;Reserva Particular do Patrimônio Natural;Category IV;RS;1997;1997;Portaria 124/97-N de 27/10/1997;Sem informação.;SÃO FRANCISCO DE PAULA (RS);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;17;17;18;;0;0;0;17;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555682500
1.114;0000.00.1114;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SAPUCAIA;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2002;2002;Portaria 52 de 18/04/2002;Sem informação.;MARAÚ (BA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;18;18;19;;0;0;0;18;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;1;1;;;;;555682461
1.123;0000.00.1123;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BOSQUE DE CANELA;Federal;Reserva Particular do Patrimônio Natural;Category IV;RS;1998;1998;Portaria 118/98-N de 21/08/1998;Sem informação.;CANELA (RS);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;6;6;6;;0;0;0;6;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555600187
1.137;0000.00.1137;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATA ESTRELA;Federal;Reserva Particular do Patrimônio Natural;Category IV;RN;2000;2000;Portaria 20 de 30/03/2000;Sem informação.;BAÍA FORMOSA (RN);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;2.039;2.039;2.040;;0;0;0;2.039;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;1;1;;;;;555600093
1.139;0000.00.1139;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SÃO BENEDITO;Federal;Reserva Particular do Patrimônio Natural;Category IV;RJ;2001;2001;Portaria 70 de 23/05/2001;Sem informação.;RIO CLARO (RJ);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;143;143;144;;0;0;0;143;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555682816
1.140;0000.00.1140;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SÃO GERALDO;Federal;Reserva Particular do Patrimônio Natural;Category IV;RJ;1999;1999;Portaria 39-N de 16/04/1999;Sem informação.;VALENÇA (RJ);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;172;172;173;;0;0;0;172;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555759125
1.143;0000.00.1143;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA SANTA IZABEL;Federal;Reserva Particular do Patrimônio Natural;Category IV;RJ;1996;1996;Portaria 05/96-N de 23/01/1996;Sem informação.;MANGARATIBA (RJ);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;522;522;525;;0;0;0;522;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;1;1;;;;;555682613
1.144;0000.00.1144;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA NOSSA SENHORA DAS GRAÇAS;Federal;Reserva Particular do Patrimônio Natural;Category IV;RJ;2002;2002;Portaria 171 de 26/12/2002;Sem informação.;RIO CLARO (RJ);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;31;31;31;;0;0;0;31;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555682611
1.145;0000.00.1145;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PEDRA AMARILIS;Federal;Reserva Particular do Patrimônio Natural;Category IV;RJ;1993;1993;Portaria 06-N de 02/02/1993;Sem informação.;PETRÓPOLIS (RJ);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;40;40;40;;0;0;0;40;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555682795
1.146;0000.00.1146;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA ECOLÓGICA METODISTA ANA GONZAGA - CEMAG;Federal;Reserva Particular do Patrimônio Natural;Category IV;RJ;1999;1999;Portaria 44-N de 13/05/1999;Sem informação.;RIO DE JANEIRO (RJ);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;73;73;73;;0;0;0;73;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;1;1;;;;;555682617
1.147;0000.00.1147;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL JORNALISTA ANTENOR NOVAES;Federal;Reserva Particular do Patrimônio Natural;Category IV;RJ;1999;1999;Portaria 29-N de 11/03/1999;Sem informação.;ENGENHEIRO PAULO DE FRONTIN (RJ);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;125;125;125;;0;0;0;125;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555682616
1.148;0000.00.1148;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATO GROSSO;Federal;Reserva Particular do Patrimônio Natural;Category IV;RJ;2001;2001;Portaria 72 de 23/05/2001;Sem informação.;SAQUAREMA (RJ);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;26;26;26;;0;0;0;26;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;1;1;;;;;555682609
1.152;0000.00.1152;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA LIMEIRA;Federal;Reserva Particular do Patrimônio Natural;Category IV;RJ;1997;1997;Portaria 61-N de 10/06/1997;Sem informação.;PETRÓPOLIS (RJ);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;19;19;19;;0;0;0;19;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555682793
1.153;0000.00.1153;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO ANGABA;Federal;Reserva Particular do Patrimônio Natural;Category IV;RJ;1992;1992;Portaria 41/92 de 07/04/1992;Sem informação.;ITAGUAÍ (RJ);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;29;29;29;;0;0;0;29;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;1;1;;;;;555682720
1.155;0000.00.1155;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA CÓRREGO DA LUZ;Federal;Reserva Particular do Patrimônio Natural;Category IV;RJ;1993;1993;Portaria 16-N de 19/02/1993;Sem informação.;CASIMIRO DE ABREU (RJ);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;20;20;20;;0;0;0;20;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;1;1;;;;;555682798
1.156;0000.00.1156;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA CACHOEIRINHA;Federal;Reserva Particular do Patrimônio Natural;Category IV;RJ;1999;1999;Portaria 22 de 23/02/1999;Sem informação.;MANGARATIBA (RJ);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;650;650;650;;0;0;0;650;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;1;1;;;;;555715728
1.162;0000.00.1162;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA ROÇA GRANDE;Federal;Reserva Particular do Patrimônio Natural;Category IV;RJ;1991;1991;Portaria 481 de 04/03/1991;Sem informação.;RIO CLARO (RJ);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;64;64;64;;0;0;0;64;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555682627
1.168;0000.00.1168;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RESERVA PORANGABA;Federal;Reserva Particular do Patrimônio Natural;Category IV;RJ;2002;2002;Portaria 123 de 20/09/2002;Sem informação.;ITAGUAÍ (RJ);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;9;9;9;;0;0;0;9;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;1;1;;;;;555682603
1.169;0000.00.1169;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MARIA FRANCISCA GUIMARÃES;Federal;Reserva Particular do Patrimônio Natural;Category IV;RJ;1998;1998;Portaria 160-N de 07/12/1998;Sem informação.;TERESÓPOLIS (RJ);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;1;1;1;;0;0;0;1;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555682790
1.170;0000.00.1170;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL GAIA;Federal;Reserva Particular do Patrimônio Natural;Category IV;RJ;2002;2002;Portaria 122 de 20/09/2002;Sem informação.;BOM JARDIM (RJ);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;40;40;40;;0;0;0;40;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555682855
1.172;0000.00.1172;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO SANTA FÉ;Federal;Reserva Particular do Patrimônio Natural;Category IV;RJ;1996;1996;Portaria 110-N de 29/11/1996;Sem informação.;SILVA JARDIM (RJ);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;14;14;14;;0;0;0;14;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555682618
1.173;0000.00.1173;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO PORANGA;Federal;Reserva Particular do Patrimônio Natural;Category IV;RJ;1992;1992;Portaria 41/92 de 07/04/1992;Sem informação.;ITAGUAÍ (RJ);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;34;34;34;;0;0;0;34;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;1;1;;;;;555682851
1.175;0000.00.1175;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO GRANJA SÃO JORGE;Federal;Reserva Particular do Patrimônio Natural;Category IV;RJ;1999;1999;Portaria 91-N de 15/10/1999;Sem informação.;RIO DE JANEIRO (RJ);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;3;3;3;;0;0;0;3;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;1;1;;;;;555682612
1.181;0000.00.1181;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL IGUAÇU I;Federal;Reserva Particular do Patrimônio Natural;Category IV;PR;2001;2001;Portaria 166 de 14/11/2001;Sem informação.;QUEDAS DO IGUAÇU (PR);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;5.171;5.171;5.151;;0;0;0;5.171;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555682557
1.182;0000.00.1182;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PRIMAVERA I;Federal;Reserva Particular do Patrimônio Natural;Category IV;BA;2008;2008;Portaria 75/2008 de 10/09/2008;Sem informação.;PRADO (BA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;500;500;500;;0;0;0;500;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;1;1;;;;;555600140
1.183;0000.00.1183;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DAS ARAUCÁRIAS;Federal;Reserva Particular do Patrimônio Natural;Category IV;PR;1999;1999;Portaria 79/99-N de 21/09/1999;Sem informação.;GENERAL CARNEIRO (PR);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;114;114;115;;0;0;0;114;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555682503
1.186;0000.00.1186;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ALEGRETE;Federal;Reserva Particular do Patrimônio Natural;Category IV;PR;1994;1994;Portaria 070/1994-N de 07/07/1994;Sem informação.;PALMEIRA (PR);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;153;153;153;;0;0;0;153;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555682501
1.187;0000.00.1187;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO MONTE ARARAT;Federal;Reserva Particular do Patrimônio Natural;Category IV;PR;2002;2002;Portaria 104/2002 de 07/08/2002;Sem informação.;BOCAIÚVA DO SUL (PR);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;10;10;10;;0;0;0;10;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555682505
1.189;0000.00.1189;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO DO BANANAL;Federal;Reserva Particular do Patrimônio Natural;Category IV;PR;2002;2002;Portaria 49/2002 de 18/04/2002;Sem informação.;MORRETES (PR);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;29;29;29;;0;0;0;29;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;1;1;;;;;555682502
1.200;0000.00.1200;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FREI CANECA;Federal;Reserva Particular do Patrimônio Natural;Category IV;PE;2002;2002;Portaria 91 de 06/08/2002;Sem informação.;JAQUEIRA (PE);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;619;619;630;;0;0;0;619;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555682562
1.201;0000.00.1201;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL NOSSA SENHORA DO OITEIRO DE MARACAÍPE;Federal;Reserva Particular do Patrimônio Natural;Category IV;PE;2000;2000;Portaria 58 de 26/09/2000;Sem informação.;IPOJUCA (PE);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;75;75;76;;0;0;0;75;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;1;1;;;;;555682561
1.236;0000.00.1236;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA FLORESTA NEGRA;Federal;Reserva Particular do Patrimônio Natural;Category IV;MS;2001;2001;Portaria 160 de 24/10/2001;Sem informação.;SETE QUEDAS (MS);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;953;953;971;;0;0;0;953;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555682554
1.248;0000.00.1248;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA RESSACA;Federal;Reserva Particular do Patrimônio Natural;Category IV;MG;1998;1998;Portaria 25/98-N de 02/03/1998;Sem informação.;MANGA (MG);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;4.055;4.055;4.055;;0;0;0;4.055;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555682747
1.254;0000.00.1254;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FELICIANO MIGUEL ABDALA;Federal;Reserva Particular do Patrimônio Natural;Category IV;MG;2001;2001;Portaria 116/2001 de 03/09/2001;Sem informação.;CARATINGA (MG);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;950;950;958;;0;0;0;950;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555682704
1.255;0000.00.1255;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA MACEDÔNIA;Federal;Reserva Particular do Patrimônio Natural;Category IV;MG;1994;1994;Portaria 111/94-N de 14/10/1994;Sem informação.;IPABA (MG);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;560;560;560;;0;0;0;560;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555682657
1.256;0000.00.1256;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MONLEVADE;Federal;Reserva Particular do Patrimônio Natural;Category IV;MG;1993;1993;Portaria 17-N de 19/02/1993;Sem informação.;JOÃO MONLEVADE (MG);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;519;519;519;;0;0;0;519;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555682694
1.267;0000.00.1267;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTAÇÃO BIOLÓGICA DA MATA DO SOSSEGO;Federal;Reserva Particular do Patrimônio Natural;Category IV;MG;1998;1998;Portaria 20-N de 16/02/1998;Sem informação.;SIMONÉSIA (MG);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;134;134;134;;0;0;0;134;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555682695
1.269;0000.00.1269;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL COMODATO RESERVA DE PETI;Federal;Reserva Particular do Patrimônio Natural;Category IV;MG;2001;2001;Portaria 99/2001 de 03/09/2001;Sem informação.;SÃO GONÇALO DO RIO ABAIXO (MG);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;96;96;96;;0;0;0;96;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555682693
1.270;0000.00.1270;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA ALTO DA BOA VISTA;Federal;Reserva Particular do Patrimônio Natural;Category IV;MG;1999;1999;Portaria 11-N de 11/02/1999;Sem informação.;BOCAINA DE MINAS (MG);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;55;55;55;;0;0;0;55;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555682662
1.275;0000.00.1275;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA DO IRACAMBI;Federal;Reserva Particular do Patrimônio Natural;Category IV;MG;1999;1999;Portaria 74/99-N de 13/09/1999;Sem informação.;ROSÁRIO DA LIMEIRA (MG);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;69;69;70;;0;0;0;69;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555682741
1.279;0000.00.1279;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL VILA ANA ANGÉLICA;Federal;Reserva Particular do Patrimônio Natural;Category IV;MG;1998;1998;Portaria 140/98-N de 02/10/1998;Sem informação.;ANTÔNIO DIAS (MG);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;46;46;46;;0;0;0;46;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555682732
1.280;0000.00.1280;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ITAJURÚ OU SOBRADO;Federal;Reserva Particular do Patrimônio Natural;Category IV;MG;2002;2002;Portaria 109/2002 de 08/08/2002;Sem informação.;SANTA BÁRBARA (MG);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;43;43;43;;0;0;0;43;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555682692
1.281;0000.00.1281;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PANELÃO DOS MURIQUES;Federal;Reserva Particular do Patrimônio Natural;Category IV;MG;2001;2001;Portaria 134 de 05/10/2001;Sem informação.;FERVEDOURO (MG);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;40;40;40;;0;0;0;40;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555682665
1.284;0000.00.1284;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL MATA DO BUGIO;Federal;Reserva Particular do Patrimônio Natural;Category IV;MG;2004;2004;Portaria 22/94-N de 05/03/2004;Sem informação.;RIO NOVO (MG);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;37;37;35;;0;0;0;37;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555600092
1.288;0000.00.1288;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA PEDRA BONITA;Federal;Reserva Particular do Patrimônio Natural;Category IV;MG;1992;1992;Portaria 44/92-N de 27/04/1992;Sem informação.;SÃO JOÃO NEPOMUCENO (MG);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;33;33;33;;0;0;0;33;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555682738
1.289;0000.00.1289;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO ESTRELA DA SERRA;Federal;Reserva Particular do Patrimônio Natural;Category IV;MG;1997;1997;Portaria 114-N de 01/10/1997;Sem informação.;OLARIA (MG);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;30;30;30;;0;0;0;30;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555682661
1.290;0000.00.1290;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO RAIO SOLAR;Federal;Reserva Particular do Patrimônio Natural;Category IV;MG;1999;1999;Portaria 71/99-N de 13/09/1999;Sem informação.;EXTREMA (MG);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;29;29;29;;0;0;0;29;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555682656
1.292;0000.00.1292;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL NAVE DA ESPERANÇA;Federal;Reserva Particular do Patrimônio Natural;Category IV;MG;2000;2000;Portaria 66/2000 de 17/10/2000;Sem informação.;AIURUOCA (MG);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;27;27;27;;0;0;0;27;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555682718
1.294;0000.00.1294;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL FAZENDA DA SERRA;Federal;Reserva Particular do Patrimônio Natural;Category IV;MG;2000;2000;Portaria 67/2000 de 17/10/2000;Sem informação.;LIMA DUARTE (MG);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;22;22;22;;0;0;0;22;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555682745
1.296;0000.00.1296;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL - FAZENDA BARRA DO PIRAPETINGA;Federal;Reserva Particular do Patrimônio Natural;Category IV;MG;1999;1999;Portaria 73/99-N de 13/09/1999;Sem informação.;PIRANGA (MG);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;22;22;22;;0;0;0;22;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555682739
1.297;0000.00.1297;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BREJO NOVO;Federal;Reserva Particular do Patrimônio Natural;Category IV;MG;2002;2002;Portaria 137/02-N de 11/10/2002;Sem informação.;SANTOS DUMONT (MG);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;18;18;18;;0;0;0;18;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555682719
1.301;0000.00.1301;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL PARQUE ARQUEOLÓGICO DA SERRA DO SANTO ANTÔNIO;Federal;Reserva Particular do Patrimônio Natural;Category IV;MG;2001;2001;Portaria 161 de 24/10/2001;Sem informação.;ANDRELÂNDIA (MG);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;9;9;9;;0;0;0;9;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555682729
1.302;0000.00.1302;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO SÃO FRANCISCO;Federal;Reserva Particular do Patrimônio Natural;Category IV;MG;1998;1998;Portaria 153-N de 13/11/1998;Sem informação.;CONGONHAS (MG);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;8;8;8;;0;0;0;8;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555682664
1.303;0000.00.1303;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL SÍTIO SANNYASIM;Federal;Reserva Particular do Patrimônio Natural;Category IV;MG;1997;1997;Portaria 043/97-N de 13/05/1997;Sem informação.;DESCOBERTO (MG);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;0;5;5;5;;0;0;0;5;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555682659
1.306;0000.00.1306;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL DOS FEIXOS;Federal;Reserva Particular do Patrimônio Natural;Category IV;MG;2002;2002;Portaria 79 de 05/07/2002;Sem informação.;NOVA LIMA (MG);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;2;2;2;;0;0;0;2;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;0;0;0;;;;;555682660
